"","...1","LCM_Broad","AreaTotal","Estimate","LowerCI","UpperCI","AreaPercent","PopSizePercent","No.Experts"
"1","1","Broad_leaved,_mixed_and_yew_woodland",1970,12.71,9,13.37,4.4,7,1
"2","2","Coniferous_woodland",8680,9.3,6.6,12.3,19.5,23,2
"3","4","EnglandBroad",8000,5.3,1.1,7.9,18,12,NA
"4","5","EnglandConifer",3000,5.3,1.1,7.9,6.8,5,NA
"5","9","Montane_habitats",4980,10.9,5,15,11.2,16,1
"6","3","Dwarf_shrub_heath",17800,7.18,5.6,12.44,40.1,37,3
