"","...1","LCM_Broad","AreaTotal","Estimate","LowerCI","UpperCI","AreaPercent","PopSizePercent","No.Experts"
"1","1","Broad_leaved,_mixed_and_yew_woodland",9060,22.9,20.5,26.25,75.7,76,2
"2","2","Coniferous_woodland",2920,22.9,20.7,26.25,24.3,24,2
